algorithm,n,threads,time_avg,time_min,time_max,speedup,efficiency
seq_kway,1048576,-1,0.194888,0.19445,0.19592,1,1
seq_kway,4194304,-1,0.941135,0.940343,0.942206,1,1
seq_kway,16777216,-1,3.38918,3.38742,3.39231,1,1
seq_kway,67108864,-1,15.6003,15.5925,15.6087,1,1
