algorithm,n,threads,time_avg,time_min,time_max,speedup,efficiency
seq_kway,1048576,-1,0.361601,0.356726,0.365914,1,1
seq_kway,4194304,-1,1.79013,1.7417,1.86721,1,1
seq_kway,16777216,-1,3.95264,3.83565,4.26635,1,1
seq_kway,67108864,-1,17.9385,17.7603,18.0464,1,1
